"street","city","zip","lat","long","accuracy","status"
"38 Gateway Plaza","San Francisco",94111,37.665358,-122.484422,8,200
"35 Glen Court","San Francisco",94112,37.855582,-122.485941,8,200
"155 Graystone Terrace","San Francisco",94114,37.757589,-122.446205,8,200
"133 Hancock Street","San Francisco",94114,37.760065,-122.431284,8,200
"101 Harrison Street #215","San Francisco",94105,37.788339,-122.389394,8,200
"120 Hazelwood Avenue","San Francisco",94112,37.730922,-122.454249,8,200
"360 Hazelwood Avenue","San Francisco",94127,37.733753,-122.455977,8,200
"291 Hearst Avenue","San Francisco",94131,37.730475,-122.444062,8,200
"960 Holloway Avenue","San Francisco",94132,37.721931,-122.46356,8,200
"1401 Hudson Avenue","San Francisco",94124,37.737797,-122.384844,8,200
"29 Joice Street #4","San Francisco",94108,37.791607,-122.408264,8,200
"267 Justin Drive","San Francisco",94112,37.732315,-122.421457,8,200
"1704 La Salle Avenue","San Francisco",94124,37.737843,-122.390546,8,200
"2050 Lake Street","San Francisco",94121,37.786149,-122.481733,8,200
"2621 Lawton Street","San Francisco",94122,37.75709,-122.491093,8,200
"1019 Lincoln Way","San Francisco",94122,37.76555,-122.468936,8,200
"1150 Lombard Street #14","San Francisco",94109,37.802356,-122.420572,8,200
"654 London Street","San Francisco",94112,37.71891,-122.438461,8,200
"1501 Masonic Avenue","San Francisco",94117,37.766157,-122.444732,8,200
"1963 McAllister Street","San Francisco",94115,37.776748,-122.444343,8,200
"2001 McAllister Street #139","San Francisco",94118,37.776986,-122.444971,8,200
"2001 McAllister Street #211","San Francisco",94118,37.776986,-122.444971,8,200
"81 Minerva Street","San Francisco",94112,37.715563,-122.455501,8,200
"507 Moultrie Street","San Francisco",94110,37.738278,-122.415667,8,200
"1034 Noe Street","San Francisco",94114,37.75247,-122.432286,8,200
"1524 Noe Street","San Francisco",94131,37.744607,-122.43154,8,200
"338 Noriega Street","San Francisco",94122,37.754884,-122.467457,8,200
"8100 Oceanview Terrace #213","San Francisco",94132,37.710698,-122.466194,8,200
"8100 Oceanview Terrace #309","San Francisco",94132,37.710698,-122.466194,8,200
"2718 Ortega Street","San Francisco",94122,37.75186,-122.492838,8,200
"990 Oshaughnessy Boulevard","San Francisco",94131,37.735629,-122.442369,8,200
"2737 Pacheco Street","San Francisco",94116,37.749701,-122.489718,8,200
"277 Parque Drive","San Francisco",94134,37.709498,-122.42253,8,200
"70 Pond Street","San Francisco",94114,37.763166,-122.432365,8,200
"2113 Powell Street","San Francisco",94133,37.804199,-122.411867,8,200
"35 Powers Avenue","San Francisco",94110,37.745915,-122.418687,8,200
"1427 Revere Avenue","San Francisco",94124,37.729652,-122.387146,8,200
"8 Russian Hill Place #2","San Francisco",94133,37.798445,-122.41501,8,200
"1326 Sanchez Street","San Francisco",94131,37.747943,-122.429326,8,200
"17 Scotia Avenue","San Francisco",94124,37.734281,-122.401653,8,200
"3544 Scott Street","San Francisco",94123,37.803082,-122.44178,8,200
"3621 Scott Street","San Francisco",94123,37.803275,-122.442128,8,200
"66 Sea View Terrace","San Francisco",94121,37.784549,-122.491667,8,200
"1358 Shafter Avenue","San Francisco",94124,37.728688,-122.386043,8,200
"150 Shrader Street","San Francisco",94117,37.773377,-122.452688,8,200
"140 South Van Ness Avenue #441","San Francisco",94103,37.771601,-122.418243,8,200
"140 South Van Ness Avenue #709","San Francisco",94103,37.771601,-122.418243,8,200
"170 St. Germain Avenue","San Francisco",94114,37.757594,-122.451559,8,200
"1293 Stanyan Street","San Francisco",94117,37.759662,-122.451854,8,200
"2737 Steiner Street","San Francisco",94123,37.794552,-122.436896,8,200
"481 Sunrise Way","San Francisco",94134,37.709828,-122.41725,8,200
"494 Sunrise Way","San Francisco",94134,37.710307,-122.417211,8,200
"2774 Union Street #4","San Francisco",94123,37.79617,-122.444966,8,200
"2539 Vallejo Street","San Francisco",94123,37.794446,-122.439167,8,200
"121 Valley Street","San Francisco",94131,37.744329,-122.425471,8,200
"120 Valmar Terrace","San Francisco",94112,37.725715,-122.424615,8,200
"272 Waller Street","San Francisco",94102,37.771633,-122.428185,8,200
"78 Westwood Drive","San Francisco",94112,37.727102,-122.458826,8,200
"78 Whitney Street","San Francisco",94131,37.740163,-122.427975,8,200
"933 Wisconsin Street","San Francisco",94107,37.755686,-122.398471,8,200
"1726 Yosemite Avenue","San Francisco",94124,37.728421,-122.393909,8,200
"672 11th Avenue","San Francisco",94118,37.77565,-122.469265,8,200
"734 14th Street #2","San Francisco",94114,37.767911,-122.429698,8,200
"2600 18th Street #12","San Francisco",94110,37.761901,-122.408213,8,200
"2600 18th Street #7","San Francisco",94110,37.761901,-122.408213,8,200
"2600 18th Street #8","San Francisco",94110,37.761901,-122.408213,8,200
"1518 19th Avenue","San Francisco",94122,37.759435,-122.476457,8,200
"2933 19th Avenue","San Francisco",94132,37.733822,-122.475439,8,200
"4774 19th Street","San Francisco",94114,37.758999,-122.443356,8,200
"2551 21st Avenue","San Francisco",94116,37.740101,-122.477963,8,200
"192 23rd Avenue","San Francisco",94121,37.78415,-122.482902,8,200
"2946 25th Avenue","San Francisco",94132,37.733486,-122.480798,8,200
"4090 25th Street","San Francisco",94114,37.750057,-122.431446,8,200
"1226 2nd Avenue","San Francisco",94122,37.765778,-122.458584,8,200
"2735 37th Avenue","San Francisco",94116,37.735893,-122.49487,8,200
"430 41st Avenue","San Francisco",94121,37.780621,-122.501642,8,200
"1351 43rd Avenue","San Francisco",94122,37.761446,-122.503104,8,200
"2235 45th Avenue","San Francisco",94116,37.744847,-122.504092,8,200
"2062 48th Avenue","San Francisco",94116,37.747979,-122.506879,8,200
"320 Alabama Street #9","San Francisco",94110,37.765247,-122.412396,8,200
"1520 Alemany Boulevard","San Francisco",94112,37.728051,-122.435508,8,200
"47 Alpine Terrace","San Francisco",94117,37.769698,-122.437456,8,200
"734 Anderson Street","San Francisco",94110,37.734105,-122.415806,8,200
"50 Argonaut Avenue","San Francisco",94134,37.710779,-122.413889,8,200
"214 Arguello Boulevard","San Francisco",94118,37.786399,-122.458881,8,200
"1500 Bay Street #204","San Francisco",94123,37.803502,-122.431997,8,200
"1767 Beach Street","San Francisco",94123,37.804002,-122.438356,8,200
"300 Beale Street #503","San Francisco",94105,37.788714,-122.392714,8,200
"400 Beale Street #2101","San Francisco",94105,37.787459,-122.39117,8,200
"400 Beale Street #806","San Francisco",94105,37.787459,-122.39117,8,200
"400 Beale Street #905","San Francisco",94105,37.787459,-122.39117,8,200
"495 Benton Avenue","San Francisco",94110,37.734135,-122.418449,8,200
"171 Bonview Street","San Francisco",94110,37.741351,-122.417719,8,200
"1818 Broadway #204","San Francisco",94109,37.79552,-122.427648,8,200
"900 Bush Street #720","San Francisco",94109,37.789733,-122.412374,8,200
"2734 Bush Street","San Francisco",94115,37.78591,-122.442375,8,200
"2736 Bush Street","San Francisco",94115,37.785907,-122.442404,8,200
"388 Byxbee Street","San Francisco",94132,37.721213,-122.469594,8,200
"347 Claremont Boulevard","San Francisco",94127,37.740076,-122.464903,8,200
"2649 Clay Street","San Francisco",94115,37.790135,-122.43662,8,200
"126 College Avenue","San Francisco",94112,37.735108,-122.426494,8,200
"71 Collingwood Street","San Francisco",94114,37.761301,-122.436179,8,200
"330 Collingwood Street","San Francisco",94114,37.757077,-122.436077,8,200
"910 Corbett Avenue #1","San Francisco",94131,37.75237,-122.443966,8,200
"921 Crescent Drive","San Francisco",94110,37.734889,-122.413273,8,200
"551 Dellbrook Avenue","San Francisco",94131,37.755994,-122.453886,8,200
"531 Delta Street #533","San Francisco",94134,37.713311,-122.40917,8,200
"77 Dow Place #1105","San Francisco",94107,37.784563,-122.396374,8,200
"77 Dow Place #1303","San Francisco",94107,37.784563,-122.396374,8,200
"77 Dow Place #500","San Francisco",94107,37.784563,-122.396374,8,200
"77 Dow Place #702","San Francisco",94107,37.784563,-122.396374,8,200
"715 Duboce Avenue","San Francisco",94117,37.768785,-122.436133,8,200
"85 El Verano Way","San Francisco",94127,37.731432,-122.460844,8,200
"123 Eureka Street","San Francisco",94114,37.760246,-122.4379,8,200
"3437 Fillmore Street","San Francisco",94123,37.801294,-122.436808,8,200
"855 Folsom Street #514","San Francisco",94107,37.780951,-122.402502,8,200
"1150 Folsom Street #4","San Francisco",94103,37.77595,-122.409294,8,200
"3224 Folsom Street","San Francisco",94110,37.746573,-122.413795,8,200
"1740 Franklin Street #9","San Francisco",94109,37.790742,-122.423775,8,200
"450 Frederick Street","San Francisco",94117,37.76676,-122.451782,8,200
"449 Gaven Street","San Francisco",94134,37.731821,-122.414248,8,200
"3129 Geary Boulevard #2","San Francisco",94118,37.781748,-122.452667,8,200
"817 Girard Street","San Francisco",94134,37.722345,-122.40218,8,200
"138 Gold Mine Drive #24B","San Francisco",94131,37.742601,-122.438863,8,200
"1388 Gough Street #708","San Francisco",94109,37.786124,-122.42486,8,200
"1900 Green Street","San Francisco",94123,37.796992,-122.430579,8,200
"1466 Grove Street","San Francisco",94117,37.775734,-122.440786,8,200
"201 Harrison Street #307","San Francisco",94105,37.788136,-122.390335,8,200
"135 Idora Avenue","San Francisco",94127,37.7439,-122.457374,8,200
"4520 Irving Street","San Francisco",94122,37.762512,-122.506526,8,200
"4526 Irving Street","San Francisco",94122,37.762508,-122.506612,8,200
"218 Lakeview Avenue","San Francisco",94112,37.717355,-122.452076,8,200
"1628 Larkin Street","San Francisco",94109,37.793122,-122.419148,8,200
"350 Lexington Street","San Francisco",94110,37.757704,-122.42061,8,200
"1545 Lincoln Way","San Francisco",94122,37.76529,-122.474822,8,200
"240 Lombard Street #828","San Francisco",94111,37.803727,-122.405733,8,200
"240 Lombard Street #933","San Francisco",94111,37.803727,-122.405733,8,200
"334 Los Palmos Drive","San Francisco",94127,37.735788,-122.450873,8,200
"1233 Masonic Avenue","San Francisco",94117,37.769735,-122.445242,8,200
"1247 Masonic Avenue","San Francisco",94117,37.769521,-122.445566,8,200
"3 Meacham Place","San Francisco",94109,37.786918,-122.417075,8,200
"33 Midway Street #303","San Francisco",94133,37.805612,-122.409653,8,200
"46 Miramar Avenue","San Francisco",94112,37.719088,-122.457854,8,200
"2331 Mission Street","San Francisco",94110,37.759698,-122.418799,8,200
"1139 Moraga Street","San Francisco",94122,37.755925,-122.475155,8,200
"282 Munich Street","San Francisco",94112,37.721278,-122.426867,8,200
"3314 Noriega Street","San Francisco",94122,37.753455,-122.499351,8,200
"8100 Oceanview Terrace #219","San Francisco",94132,37.710698,-122.466194,8,200
"8100 Oceanview Terrace #301","San Francisco",94132,37.710698,-122.466194,8,200
"8100 Oceanview Terrace #318","San Francisco",94132,37.710698,-122.466194,8,200
"8100 Oceanview Terrace #412","San Francisco",94132,37.710698,-122.466194,8,200
"8100 Oceanview Terrace #419","San Francisco",94132,37.710698,-122.466194,8,200
"26 Pasadena Street","San Francisco",94134,37.7093,-122.418985,8,200
"266 Peabody Street","San Francisco",94134,37.708522,-122.408264,8,200
"724 Peru Avenue","San Francisco",94112,37.725545,-122.423888,8,200
"17 Redondo Street","San Francisco",94124,37.718219,-122.39206,8,200
"101 Ridgewood Avenue","San Francisco",94112,37.730808,-122.453598,8,200
"3237 Rivera Street","San Francisco",94116,37.745419,-122.501244,8,200
"360 Rolph Street","San Francisco",94112,37.7129,-122.435632,8,200
"2171 Sacramento Street #9","San Francisco",94109,37.790256,-122.428515,8,200
"179 Sadowa Street","San Francisco",94112,37.712044,-122.458393,8,200
"785 San Bruno Avenue","San Francisco",94107,37.759714,-122.40468,8,200
"791 San Bruno Avenue","San Francisco",94107,37.759645,-122.404673,8,200
"2828 San Jose Avenue","San Francisco",94112,37.712657,-122.454502,8,200
"1425 Silliman Street","San Francisco",94134,37.727711,-122.419418,8,200
"864 Silver Avenue","San Francisco",94134,37.728757,-122.417933,8,200
"210 Somerset Street","San Francisco",94134,37.728698,-122.408679,8,200
"105 St. Marys Avenue","San Francisco",94112,37.734419,-122.427759,8,200
"150 Stanford Heights Avenue","San Francisco",94127,37.736439,-122.449254,8,200
"87 States Street","San Francisco",94114,37.763397,-122.437098,8,200
"1360 Stevenson Street","San Francisco",94103,37.770612,-122.421881,8,200
"2057 Thomas Avenue","San Francisco",94124,37.734815,-122.39976,8,200
"133 Topaz Way","San Francisco",94131,37.74063,-122.4364,8,200
"15 Turquoise Way","San Francisco",94131,37.74578,-122.446401,8,200
"2347 Union Street #1","San Francisco",94123,37.796497,-122.437892,8,200
"225 Vienna Street","San Francisco",94112,37.724501,-122.427011,8,200
"6 Waterville Street","San Francisco",94124,37.736333,-122.403139,8,200
"566 Wisconsin Street","San Francisco",94107,37.759896,-122.399227,8,200
"1839 15th Street #366","San Francisco",94103,37.765478,-122.424906,8,200
"1643 16th Avenue","San Francisco",94122,37.757226,-122.47385,8,200
"246 17th Avenue","San Francisco",94121,37.783401,-122.476049,8,200
"2600 18th Street #18","San Francisco",94110,37.761901,-122.408213,8,200
"2600 18th Street #21","San Francisco",94110,37.761901,-122.408213,8,200
"4057 19th Street","San Francisco",94114,37.759135,-122.433983,8,200
"1816 20th Street","San Francisco",94107,37.759834,-122.399379,8,200
"3459 21st Street","San Francisco",94110,37.756497,-122.424692,8,200
"3734 22nd Street","San Francisco",94114,37.754957,-122.430774,8,200
"4044 22nd Street","San Francisco",94114,37.754482,-122.437381,8,200
"1820 23rd Street","San Francisco",94107,37.754804,-122.398143,8,200
"2054 24th Avenue","San Francisco",94116,37.749253,-122.48117,8,200
"2938 25th Avenue","San Francisco",94132,37.733739,-122.480816,8,200
"3020 25th Avenue","San Francisco",94132,37.732124,-122.480701,8,200
"593 26th Avenue","San Francisco",94121,37.778319,-122.485949,8,200
"1782 27th Avenue","San Francisco",94122,37.754226,-122.484806,8,200
"491 27th Street","San Francisco",94131,37.746438,-122.431101,8,200
"14 28th Street","San Francisco",94110,37.745776,-122.422982,8,200
"2470 31st Avenue","San Francisco",94116,37.74119,-122.488128,8,200
"2426 35th Avenue","San Francisco",94116,37.741755,-122.49247,8,200
"2300 38th Avenue","San Francisco",94116,37.743888,-122.495906,8,200
"350 3rd Avenue","San Francisco",94118,37.782139,-122.460809,8,200
"2080 3rd Street #4","San Francisco",94107,37.763334,-122.388868,8,200
"2080 3rd Street #8","San Francisco",94107,37.763334,-122.388868,8,200
"647 40th Avenue","San Francisco",94121,37.776517,-122.500928,8,200
"1614 40th Avenue","San Francisco",94122,37.756642,-122.498968,8,200
"1322 42nd Avenue","San Francisco",94122,37.762002,-122.501408,8,200
"1364 45th Avenue","San Francisco",94122,37.761152,-122.504575,8,200
"2239 45th Avenue","San Francisco",94116,37.744779,-122.504087,8,200
"1711 47th Avenue","San Francisco",94122,37.754492,-122.506836,8,200
"59 7th Avenue","San Francisco",94118,37.787303,-122.466128,8,200
"320 Alabama Street #15","San Francisco",94110,37.765247,-122.412396,8,200
"320 Alabama Street #16","San Francisco",94110,37.765247,-122.412396,8,200
"320 Alabama Street #21","San Francisco",94110,37.765247,-122.412396,8,200
"1801 Alabama Street","San Francisco",94110,37.744175,-122.410208,8,200
"3928 Alemany Boulevard","San Francisco",94132,37.711464,-122.467913,8,200
"2100 Baker Street","San Francisco",94115,37.790582,-122.444166,8,200
"2847 Baker Street","San Francisco",94123,37.797528,-122.44575,8,200
"2422 Bay Shore Boulevard","San Francisco",94134,37.711096,-122.404462,8,200
"400 Beale Street #1207","San Francisco",94105,37.787459,-122.39117,8,200
"400 Beale Street #514","San Francisco",94105,37.787459,-122.39117,8,200
"1012 Bowdoin Street","San Francisco",94134,37.723133,-122.409628,8,200
"239 Brannan #1","San Francisco",94102,37.78277,-122.390907,8,200
"1217 Broderick Street","San Francisco",94115,37.781588,-122.440834,8,200
"120 Burrows Street #4","San Francisco",94134,37.728905,-122.4047,8,200
"2874 Bush Street","San Francisco",94115,37.785831,-122.444645,8,200
"39 Caine Avenue","San Francisco",94112,37.717424,-122.450107,8,200
"1177 California Street #29","San Francisco",94108,37.79099,-122.413658,8,200
"2112 California Street","San Francisco",94115,37.789527,-122.429264,8,200
"1031 Capitol Avenue","San Francisco",94112,37.720621,-122.459516,8,200
"430 Castenada Avenue","San Francisco",94116,37.745857,-122.466488,8,200
"152 Chicago Way","San Francisco",94112,37.711241,-122.430832,8,200
"236 Clara Street #5","San Francisco",94107,37.778905,-122.403359,8,200
"4131 Clement Street","San Francisco",94121,37.780913,-122.503648,8,200
"1436 Cole Street","San Francisco",94117,37.761125,-122.448719,8,200
"60 Collins Street","San Francisco",94118,37.785175,-122.449935,8,200
"156 Commonwealth Avenue","San Francisco",94118,37.782604,-122.455203,8,200
